token,token_type,token_id
FBXL14,gene,3933
TM9SF1,gene,3934
GNAT2,gene,3935
MMP2,gene,3936
TAC4,gene,3937
IMMP1L,gene,3938
TEKT4,gene,3939
RAC1,gene,3940
CCDC197,gene,3941
ARHGEF40,gene,3942
FAM210A,gene,3943
EPHA5,gene,3944
OR3A3,gene,3945
PSMG2,gene,3946
AVL9,gene,3947
NDOR1,gene,3948
CALR3,gene,3949
ZNF292,gene,3950
H3-3A,gene,3951
KERA,gene,3952
DHRS4L2,gene,3953
KIF13A,gene,3954
CDIPT,gene,3955
ANGPTL6,gene,3956
ZBTB4,gene,3957
THOC2,gene,3958
TMLHE,gene,3959
DCSTAMP,gene,3960
HBB,gene,3961
FAM120B,gene,3962
MSL3,gene,3963
PA2G4,gene,3964
SV2B,gene,3965
OR5L1,gene,3966
PMM2,gene,3967
STK11,gene,3968
MICAL3,gene,3969
OR5B2,gene,3970
SOWAHB,gene,3971
HLF,gene,3972
SUGP1,gene,3973
GDPD4,gene,3974
OR10H2,gene,3975
MARCKS,gene,3976
GHRHR,gene,3977
TMEM231,gene,3978
H2AC19,gene,3979
SPSB1,gene,3980
HIGD1A,gene,3981
SLC25A11,gene,3982
PRRX2,gene,3983
IFT70B,gene,3984
PRAMEF17,gene,3985
NUDT5,gene,3986
MYADML2,gene,3987
TRPM7,gene,3988
KATNAL1,gene,3989
ACP6,gene,3990
ABCA8,gene,3991
FZD4,gene,3992
IL33,gene,3993
MRPL41,gene,3994
AMY1C,gene,3995
SMOC2,gene,3996
IDH3G,gene,3997
EPM2A,gene,3998
CRTAC1,gene,3999
AADAT,gene,4000
DGUOK,gene,4001
GPRC5B,gene,4002
UGT1A5,gene,4003
ABHD1,gene,4004
REM2,gene,4005
TEX14,gene,4006
ALX1,gene,4007
CAV2,gene,4008
ZPLD1,gene,4009
IGHMBP2,gene,4010
FUT2,gene,4011
AGER,gene,4012
FABP9,gene,4013
DEFB126,gene,4014
TYMS,gene,4015
PDXK,gene,4016
FREM3,gene,4017
ZNF576,gene,4018
OR52N4,gene,4019
TG,gene,4020
RGR,gene,4021
MRS2,gene,4022
ADCY8,gene,4023
TMEM107,gene,4024
RNASEH2C,gene,4025
SUFU,gene,4026
C4orf46,gene,4027
EBI3,gene,4028
ETHE1,gene,4029
SNX16,gene,4030
B3GNT5,gene,4031
DNAAF4,gene,4032
PHF13,gene,4033
TGIF2LY,gene,4034
RLN3,gene,4035
TTC23,gene,4036
TCN1,gene,4037
CMC2,gene,4038
CEBPG,gene,4039
NUP62CL,gene,4040
TMEM243,gene,4041
WRN,gene,4042
OR9G1,gene,4043
PNCK,gene,4044
ZDHHC1,gene,4045
GJB2,gene,4046
SF3B2,gene,4047
FAM177B,gene,4048
THUMPD2,gene,4049
BCL7C,gene,4050
MYH7,gene,4051
LGI4,gene,4052
TRAF3IP2,gene,4053
PLA2G5,gene,4054
USP42,gene,4055
FTSJ1,gene,4056
AP2A2,gene,4057
FBXO30,gene,4058
SCN4B,gene,4059
FRRS1,gene,4060
SH3RF1,gene,4061
GPR101,gene,4062
MINDY3,gene,4063
GNAZ,gene,4064
LECT2,gene,4065
CDK2,gene,4066
PTPRK,gene,4067
IL36G,gene,4068
ERAP2,gene,4069
DOK4,gene,4070
ACE2,gene,4071
ZBTB21,gene,4072
MIER3,gene,4073
ADK,gene,4074
TRIM3,gene,4075
OR2B3,gene,4076
ZCCHC18,gene,4077
HOXD10,gene,4078
AGRN,gene,4079
OXSR1,gene,4080
RCAN2,gene,4081
ZFYVE21,gene,4082
SMIM26,gene,4083
TLE5,gene,4084
SHLD1,gene,4085
MDH1,gene,4086
PYGO1,gene,4087
ALDH1L2,gene,4088
DBX2,gene,4089
KCNG4,gene,4090
WWP1,gene,4091
CEACAM21,gene,4092
PCF11,gene,4093
HOXC12,gene,4094
ZFR,gene,4095
STX19,gene,4096
HIF1AN,gene,4097
FIBP,gene,4098
GRIN1,gene,4099
SUCNR1,gene,4100
BLMH,gene,4101
VWF,gene,4102
MRPL12,gene,4103
MRGBP,gene,4104
PGGT1B,gene,4105
GNB2,gene,4106
ELF3,gene,4107
TUBE1,gene,4108
ASB1,gene,4109
RASGRP3,gene,4110
PRR16,gene,4111
UGT1A1,gene,4112
CASKIN1,gene,4113
ARHGAP36,gene,4114
RAB14,gene,4115
USP30,gene,4116
CERS2,gene,4117
TBC1D32,gene,4118
OR2T3,gene,4119
MBD5,gene,4120
PMP22,gene,4121
AXIN2,gene,4122
KRTAP10-1,gene,4123
STOX1,gene,4124
KRTAP26-1,gene,4125
PAK1,gene,4126
FBRS,gene,4127
TEKTIP1,gene,4128
MEIOSIN,gene,4129
MT-CO2,gene,4130
TLX1,gene,4131
ZNF551,gene,4132
RGL1,gene,4133
SLC25A47,gene,4134
GAS2L3,gene,4135
MYH11,gene,4136
LRFN1,gene,4137
ASPHD2,gene,4138
RPL23,gene,4139
LRPPRC,gene,4140
CLPS,gene,4141
RALYL,gene,4142
RIPOR3,gene,4143
OGFOD3,gene,4144
PGAP2,gene,4145
EIF3CL,gene,4146
SLC12A3,gene,4147
TMIGD2,gene,4148
IL25,gene,4149
MPZL1,gene,4150
CD37,gene,4151
ZMYM2,gene,4152
CASC3,gene,4153
GK5,gene,4154
CARD6,gene,4155
SYBU,gene,4156
ARSI,gene,4157
MARCHF3,gene,4158
XRCC1,gene,4159
PLAGL1,gene,4160
ENO4,gene,4161
CLDN18,gene,4162
LCE7A,gene,4163
NFE2L1,gene,4164
ARID3A,gene,4165
AGPAT5,gene,4166
NUDT17,gene,4167
CYLC1,gene,4168
LRRC36,gene,4169
HEATR5B,gene,4170
COL13A1,gene,4171
RAB31,gene,4172
ID1,gene,4173
BGN,gene,4174
NME9,gene,4175
CAPN12,gene,4176
NETO1,gene,4177
GSTA5,gene,4178
KCTD9,gene,4179
LRRC28,gene,4180
DRAM2,gene,4181
DOP1B,gene,4182
C5AR2,gene,4183
URM1,gene,4184
LANCL1,gene,4185
FANCM,gene,4186
BCKDHA,gene,4187
MTRR,gene,4188
SLC38A8,gene,4189
GDF9,gene,4190
DPP10,gene,4191
LIMA1,gene,4192
PSAPL1,gene,4193
CD34,gene,4194
CDC123,gene,4195
DNAJC2,gene,4196
AQP12B,gene,4197
MAGEB17,gene,4198
FAM174A,gene,4199
PES1,gene,4200
CHM,gene,4201
CISD3,gene,4202
DYRK1A,gene,4203
SSU72L6,gene,4204
ROBO3,gene,4205
POLH,gene,4206
PITX3,gene,4207
TRAPPC2B,gene,4208
H4C11,gene,4209
SRRT,gene,4210
KLHL31,gene,4211
OTUB2,gene,4212
MYOCD,gene,4213
HELQ,gene,4214
FOXJ1,gene,4215
SPRR2A,gene,4216
SCMH1,gene,4217
RBM12,gene,4218
GUCA2A,gene,4219
ZDHHC11,gene,4220
LELP1,gene,4221
IMP4,gene,4222
ODC1,gene,4223
TRAM2,gene,4224
PM20D2,gene,4225
MSN,gene,4226
CIROP,gene,4227
SCGB1D2,gene,4228
HEYL,gene,4229
DNAJC16,gene,4230
TSN,gene,4231
TESK2,gene,4232
CDX1,gene,4233
RINL,gene,4234
TSHZ3,gene,4235
TRO,gene,4236
SKOR2,gene,4237
TRAPPC3L,gene,4238
KCNF1,gene,4239
OLFML1,gene,4240
IGIP,gene,4241
HAUS7,gene,4242
SFT2D2,gene,4243
BMP1,gene,4244
C1orf167,gene,4245
SINHCAF,gene,4246
RRAD,gene,4247
ZEB2,gene,4248
PANK2,gene,4249
DPY19L3,gene,4250
SCML4,gene,4251
SPPL3,gene,4252
PRSS35,gene,4253
TRMT10B,gene,4254
CHGA,gene,4255
DQX1,gene,4256
SUB1,gene,4257
CRYZL1,gene,4258
CHCHD3,gene,4259
C7orf25,gene,4260
POTEJ,gene,4261
SOX17,gene,4262
OR4B1,gene,4263
KIAA0930,gene,4264
MGAT4D,gene,4265
ZSCAN16,gene,4266
SERPINA3,gene,4267
NME7,gene,4268
BNIPL,gene,4269
SLC17A6,gene,4270
PKN1,gene,4271
HNRNPL,gene,4272
QPCT,gene,4273
COL4A3,gene,4274
ABCF2,gene,4275
ZDHHC4,gene,4276
OXT,gene,4277
CDC20,gene,4278
CD48,gene,4279
PRKAG1,gene,4280
SNRPA1,gene,4281
ATP7B,gene,4282
SLC2A2,gene,4283
ZNF20,gene,4284
STPG4,gene,4285
MMD,gene,4286
RYR1,gene,4287
DTD2,gene,4288
UNC5A,gene,4289
IQCF1,gene,4290
SLC22A7,gene,4291
HSPB3,gene,4292
NOD2,gene,4293
GTF2I,gene,4294
PER3,gene,4295
ZNG1E,gene,4296
RFX8,gene,4297
SALL4,gene,4298
YPEL3,gene,4299
PREX1,gene,4300
ACSM2A,gene,4301
FXYD1,gene,4302
ZNF70,gene,4303
PPIH,gene,4304
C4orf3,gene,4305
LIM2,gene,4306
FAM221A,gene,4307
USP29,gene,4308
PCP2,gene,4309
ALDH1L1,gene,4310
PCDHGA12,gene,4311
H2AP,gene,4312
RACGAP1,gene,4313
SRR,gene,4314
CLVS2,gene,4315
MIER1,gene,4316
AMTN,gene,4317
CUL9,gene,4318
C18orf21,gene,4319
NOXA1,gene,4320
LY6D,gene,4321
FMC1,gene,4322
ENG,gene,4323
CPHXL,gene,4324
PLEKHG6,gene,4325
GNA13,gene,4326
MBD2,gene,4327
TMEM150B,gene,4328
WHRN,gene,4329
TEX10,gene,4330
DHX16,gene,4331
SHISA7,gene,4332
ZNF674,gene,4333
PIGB,gene,4334
DENND10,gene,4335
IFT172,gene,4336
TANC1,gene,4337
RNF144B,gene,4338
KCTD18,gene,4339
SLC45A1,gene,4340
TMEM143,gene,4341
AMIGO1,gene,4342
DUXB,gene,4343
NLRP9,gene,4344
SMARCA4,gene,4345
C11orf71,gene,4346
SHQ1,gene,4347
DDB1,gene,4348
ISM1,gene,4349
ZNF835,gene,4350
PCBD2,gene,4351
LCLAT1,gene,4352
MYT1L,gene,4353
ARHGEF17,gene,4354
SOAT1,gene,4355
SLC29A1,gene,4356
ACKR4,gene,4357
H3C12,gene,4358
SIN3A,gene,4359
ATP6V0A1,gene,4360
B3GALT4,gene,4361
TMEM212,gene,4362
CEP63,gene,4363
CCNG1,gene,4364
SNURF,gene,4365
DOK2,gene,4366
ACTG1,gene,4367
GJA9,gene,4368
PDK2,gene,4369
PITHD1,gene,4370
ZYG11A,gene,4371
DGKE,gene,4372
PARP4,gene,4373
CEP72,gene,4374
DEFB131A,gene,4375
GGH,gene,4376
TGDS,gene,4377
PPP1R14B,gene,4378
FHAD1,gene,4379
RBM48,gene,4380
RPS27L,gene,4381
ATF3,gene,4382
GIMAP2,gene,4383
H4C12,gene,4384
PSG2,gene,4385
SCFD2,gene,4386
FBRSL1,gene,4387
PROK1,gene,4388
PHYH,gene,4389
SPDYC,gene,4390
MAP3K20,gene,4391
PFDN6,gene,4392
FLVCR2,gene,4393
LMOD2,gene,4394
OR4F5,gene,4395
GATAD2B,gene,4396
AIRIM,gene,4397
EPHA1,gene,4398
SRSF4,gene,4399
EPHA8,gene,4400
BDH2,gene,4401
LBHD2,gene,4402
GRK1,gene,4403
OR5L2,gene,4404
ARMH3,gene,4405
PBRM1,gene,4406
PGM2,gene,4407
TDRD3,gene,4408
BCAS1,gene,4409
CYP4F8,gene,4410
MYNN,gene,4411
P2RY6,gene,4412
TADA2A,gene,4413
NUMA1,gene,4414
MZT1,gene,4415
HDHD3,gene,4416
RBSN,gene,4417
TMPRSS5,gene,4418
LZTR1,gene,4419
F3,gene,4420
G3BP1,gene,4421
TSPAN6,gene,4422
MRPL36,gene,4423
ERI1,gene,4424
COMMD10,gene,4425
ATP2A1,gene,4426
SAMSN1,gene,4427
RAB42,gene,4428
EIPR1,gene,4429
TMA7B,gene,4430
AVP,gene,4431
MN1,gene,4432
HERC2,gene,4433
ZNF365,gene,4434
WSCD2,gene,4435
LGALS9C,gene,4436
TAF11L2,gene,4437
SMIM8,gene,4438
ZNF709,gene,4439
GSS,gene,4440
USP18,gene,4441
AP1S1,gene,4442
CERKL,gene,4443
KIF11,gene,4444
FOXA3,gene,4445
SPIN2A,gene,4446
PWWP2A,gene,4447
WDR90,gene,4448
AVPR1A,gene,4449
MXI1,gene,4450
WDR62,gene,4451
BOLA2-SMG1P6,gene,4452
SLC22A18,gene,4453
WWC1,gene,4454
FUNDC2,gene,4455
GPRIN2,gene,4456
C13orf46,gene,4457
C19orf67,gene,4458
TLN1,gene,4459
NPPB,gene,4460
GPR119,gene,4461
ZC3HAV1,gene,4462
FAM83G,gene,4463
GTPBP1,gene,4464
ZNF215,gene,4465
MX1,gene,4466
FAM90A3P,gene,4467
UBA1,gene,4468
KCNE4,gene,4469
DCUN1D5,gene,4470
NLRC4,gene,4471
PURB,gene,4472
PLEKHG5,gene,4473
EEF1D,gene,4474
STX17,gene,4475
B3GAT3,gene,4476
NUTM2E,gene,4477
SIRPG,gene,4478
ZNF761,gene,4479
GLS2,gene,4480
UBE2A,gene,4481
SLC39A7,gene,4482
IKBIP,gene,4483
ANKRD10,gene,4484
HSFX3,gene,4485
TNS2,gene,4486
TIMM23B,gene,4487
RPRML,gene,4488
OSBPL7,gene,4489
CALD1,gene,4490
DCTN2,gene,4491
LSM4,gene,4492
ZNF622,gene,4493
TOR4A,gene,4494
MSH2,gene,4495
PIGG,gene,4496
EFCAB10,gene,4497
C9orf57,gene,4498
AP3B1,gene,4499
USP17L1,gene,4500
CUEDC1,gene,4501
IFITM3,gene,4502
LRCH3,gene,4503
FAM76A,gene,4504
UHRF1,gene,4505
RWDD4,gene,4506
CDC16,gene,4507
RNASEK-C17orf49,gene,4508
TRIM43,gene,4509
SERPINB9,gene,4510
KCNA1,gene,4511
ZNF518A,gene,4512
EEFSEC,gene,4513
EPB41L1,gene,4514
RPL31,gene,4515
USH2A,gene,4516
ARMCX6,gene,4517
KCTD4,gene,4518
ELP5,gene,4519
RSL1D1,gene,4520
ELL3,gene,4521
ACTL10,gene,4522
F8,gene,4523
SLC34A2,gene,4524
VKORC1L1,gene,4525
PTRHD1,gene,4526
PDCD1LG2,gene,4527
MAGEE2,gene,4528
SLC25A36,gene,4529
ATG101,gene,4530
PGRMC2,gene,4531
SLC43A2,gene,4532
CALM3,gene,4533
CEP170,gene,4534
DDX25,gene,4535
GPX4,gene,4536
TMEM51,gene,4537
CLEC4E,gene,4538
IER5L,gene,4539
MYO3A,gene,4540
PSG7,gene,4541
MUC13,gene,4542
LCAT,gene,4543
TNS3,gene,4544
MLC1,gene,4545
ARFGEF1,gene,4546
TMPPE,gene,4547
OR11G2,gene,4548
NOL9,gene,4549
ADRM1,gene,4550
INPP5J,gene,4551
ERCC6L,gene,4552
STAC2,gene,4553
SF3B6,gene,4554
OSTC,gene,4555
CRHR1,gene,4556
MBTPS2,gene,4557
IFITM10,gene,4558
ACVR1B,gene,4559
KRT40,gene,4560
TAF11L9,gene,4561
PSMB10,gene,4562
TMPRSS11B,gene,4563
ZNRD2,gene,4564
MED6,gene,4565
VNN2,gene,4566
TPPP2,gene,4567
INCA1,gene,4568
FAM76B,gene,4569
LILRA1,gene,4570
PDCD2L,gene,4571
JAGN1,gene,4572
GTF2H5,gene,4573
LPAR4,gene,4574
SYCP3,gene,4575
NUCB1,gene,4576
MPPED1,gene,4577
SERAC1,gene,4578
MYO18B,gene,4579
UBE2D1,gene,4580
NUP93,gene,4581
COX7A1,gene,4582
SLC7A1,gene,4583
DAZ3,gene,4584
B4GALNT3,gene,4585
XRN2,gene,4586
IL32,gene,4587
TAS2R9,gene,4588
JUNB,gene,4589
URGCP-MRPS24,gene,4590
CD8A,gene,4591
HOOK3,gene,4592
RASL10B,gene,4593
NCOR1,gene,4594
PTPRF,gene,4595
C3orf38,gene,4596
DEFB108C,gene,4597
ZNF296,gene,4598
ME1,gene,4599
CASKIN2,gene,4600
ATIC,gene,4601
IL7R,gene,4602
GFRAL,gene,4603
CNTFR,gene,4604
OR56B2P,gene,4605
WDR5B,gene,4606
EBF4,gene,4607
FMOD,gene,4608
CCNQ,gene,4609
HOATZ,gene,4610
LIG3,gene,4611
GRP,gene,4612
MAP2K7,gene,4613
AGAP2,gene,4614
CD93,gene,4615
PANO1,gene,4616
FDPS,gene,4617
DPH2,gene,4618
CERS4,gene,4619
H2BC10,gene,4620
MEIS2,gene,4621
OR1G1,gene,4622
CYP3A7-CYP3A51P,gene,4623
MS4A4A,gene,4624
USP54,gene,4625
ITGB1,gene,4626
ACAP1,gene,4627
CPSF4,gene,4628
MTPAP,gene,4629
SEC14L5,gene,4630
IKZF5,gene,4631
PRPF19,gene,4632
AOC3,gene,4633
SUSD4,gene,4634
ZBED1,gene,4635
PRKD3,gene,4636
MAP9,gene,4637
C19orf53,gene,4638
AOX1,gene,4639
USP13,gene,4640
GPR155,gene,4641
AZI2,gene,4642
UXS1,gene,4643
ARPC5,gene,4644
ZNF77,gene,4645
SLC27A2,gene,4646
P2RY1,gene,4647
FLYWCH2,gene,4648
ZNF404,gene,4649
IL17F,gene,4650
OR51B2,gene,4651
MC2R,gene,4652
KCNJ4,gene,4653
TIMM9,gene,4654
ZNF778,gene,4655
ANKRD34C,gene,4656
AGRP,gene,4657
RBM4,gene,4658
STAM2,gene,4659
MAP3K11,gene,4660
RAB11FIP2,gene,4661
ADAMTS14,gene,4662
SPIB,gene,4663
TSPY1,gene,4664
ST8SIA3,gene,4665
LGALS7B,gene,4666
IVD,gene,4667
PACS1,gene,4668
DDX10,gene,4669
SLC46A3,gene,4670
NAA30,gene,4671
SNAI3,gene,4672
SAMD14,gene,4673
ZFP3,gene,4674
C22orf15,gene,4675
EIF2AK1,gene,4676
PIGQ,gene,4677
MT-ND6,gene,4678
ZNF571,gene,4679
NSUN7,gene,4680
SORBS1,gene,4681
BMI1,gene,4682
PRC1,gene,4683
KIRREL3,gene,4684
GRK4,gene,4685
FBXL8,gene,4686
SLC39A14,gene,4687
TRIQK,gene,4688
SLC15A1,gene,4689
RIPOR1,gene,4690
SDS,gene,4691
RAN,gene,4692
OR52K2,gene,4693
KRR1,gene,4694
SRGAP1,gene,4695
FAM174C,gene,4696
SIN3B,gene,4697
OAS3,gene,4698
OR1E2,gene,4699
DDX6,gene,4700
PHYHIP,gene,4701
JRK,gene,4702
DENND5A,gene,4703
TTC31,gene,4704
OGDHL,gene,4705
OR1J1,gene,4706
PPM1N,gene,4707
ZNF282,gene,4708
SPTBN5,gene,4709
NDUFA2,gene,4710
MUC5AC,gene,4711
PXDNL,gene,4712
NXF2,gene,4713
PPP2R2D,gene,4714
TERF2IP,gene,4715
UBTFL1,gene,4716
BHMT2,gene,4717
RFNG,gene,4718
MRPS15,gene,4719
PRAMEF15,gene,4720
LCN10,gene,4721
SETD1A,gene,4722
PLXDC2,gene,4723
PTGR2,gene,4724
MOSMO,gene,4725
POMT1,gene,4726
SP140L,gene,4727
ZNF629,gene,4728
MCM8,gene,4729
CCDC124,gene,4730
KRTAP1-5,gene,4731
BRINP1,gene,4732
C14orf39,gene,4733
RGPD4,gene,4734
MIS18BP1,gene,4735
DGKB,gene,4736
GPRASP1,gene,4737
PPOX,gene,4738
ITGA3,gene,4739
CYTH2,gene,4740
TRPC4AP,gene,4741
PCDHB9,gene,4742
TLR1,gene,4743
MRLN,gene,4744
SERPINB6,gene,4745
ATMIN,gene,4746
MARK1,gene,4747
MBLAC2,gene,4748
RRAGA,gene,4749
MRGPRG,gene,4750
RLN1,gene,4751
HSPB8,gene,4752
BOLA2B,gene,4753
SH2D4B,gene,4754
MYH15,gene,4755
ASB10,gene,4756
NT5C1A,gene,4757
MYH13,gene,4758
LTB4R,gene,4759
OSTM1,gene,4760
MAN1C1,gene,4761
RHOXF2,gene,4762
USP50,gene,4763
LMNB2,gene,4764
TMEM31,gene,4765
PAX8,gene,4766
MBIP,gene,4767
NOLC1,gene,4768
IRF4,gene,4769
EIF2B4,gene,4770
MEMO1,gene,4771
MTMR11,gene,4772
SHOX2,gene,4773
MED7,gene,4774
NTN5,gene,4775
OXGR1,gene,4776
FGR,gene,4777
CCL20,gene,4778
AK8,gene,4779
LAMA3,gene,4780
R3HDML,gene,4781
PGGHG,gene,4782
PUS7L,gene,4783
MESP1,gene,4784
TNFAIP8L2,gene,4785
TRAF3IP3,gene,4786
FBXO48,gene,4787
COA1,gene,4788
KRT7,gene,4789
CORO6,gene,4790
TCEA1,gene,4791
AQP9,gene,4792
HCN4,gene,4793
BRMS1,gene,4794
NTS,gene,4795
PARD3,gene,4796
PRR3,gene,4797
SMIM46,gene,4798
COA8,gene,4799
TTC28,gene,4800
KRTAP4-5,gene,4801
SCN10A,gene,4802
FNDC5,gene,4803
PFN4,gene,4804
BFSP1,gene,4805
PIK3C2A,gene,4806
ESRRG,gene,4807
YBX1,gene,4808
GLRX,gene,4809
MORC1,gene,4810
CALR,gene,4811
PRADC1,gene,4812
ANXA2,gene,4813
CFL2,gene,4814
ADAM19,gene,4815
ROS1,gene,4816
JAK3,gene,4817
KRT78,gene,4818
WDR97,gene,4819
EXOSC10,gene,4820
TNFRSF18,gene,4821
ECM1,gene,4822
ZNF777,gene,4823
H4C6,gene,4824
ZNF660,gene,4825
MCM9,gene,4826
R3HCC1L,gene,4827
TOM1,gene,4828
KLHDC7A,gene,4829
OR10H5,gene,4830
DDX19A,gene,4831
MYO1F,gene,4832
RNF187,gene,4833
FRG2,gene,4834
MAGEE1,gene,4835
CYB561D2,gene,4836
ACOT13,gene,4837
ARHGEF6,gene,4838
KBTBD11,gene,4839
MAPKAPK3,gene,4840
TDGF1P3,gene,4841
FDXACB1,gene,4842
CIAO1,gene,4843
LRRC8C,gene,4844
FEV,gene,4845
SEPTIN14,gene,4846
PTK2,gene,4847
EYA2,gene,4848
ADGRG4,gene,4849
GSK3A,gene,4850
GUCA1ANB-GUCA1A,gene,4851
KLHL21,gene,4852
UBAP1L,gene,4853
CYFIP1,gene,4854
POLR2A,gene,4855
B4GALT1,gene,4856
DYNLT4,gene,4857
FOXK2,gene,4858
AMD1,gene,4859
CTSF,gene,4860
ZNF317,gene,4861
OR14C36,gene,4862
CNTN1,gene,4863
TRIM68,gene,4864
PEX5L,gene,4865
XRRA1,gene,4866
DAND5,gene,4867
SYCP1,gene,4868
BEAN1,gene,4869
MSMB,gene,4870
ZNF251,gene,4871
ZBTB48,gene,4872
SLC25A53,gene,4873
ZCCHC10,gene,4874
LANCL2,gene,4875
MACROH2A1,gene,4876
NHSL2,gene,4877
VPS25,gene,4878
DNM2,gene,4879
MED18,gene,4880
OLAH,gene,4881
VAMP2,gene,4882
IFNL3,gene,4883
CETN3,gene,4884
TRPM3,gene,4885
FXN,gene,4886
PCDHA12,gene,4887
DAB2IP,gene,4888
SORD,gene,4889
RPAP2,gene,4890
ARHGAP27,gene,4891
EPHX2,gene,4892
IL2RA,gene,4893
CA5B,gene,4894
CLUAP1,gene,4895
SRF,gene,4896
LMX1B,gene,4897
TMEM102,gene,4898
GTF2E1,gene,4899
C17orf50,gene,4900
LHB,gene,4901
AP1S3,gene,4902
TNFRSF11B,gene,4903
DIO1,gene,4904
IL18BP,gene,4905
FAM90A1,gene,4906
THAP10,gene,4907
CDK10,gene,4908
ANKRD62,gene,4909
HHIPL2,gene,4910
CTAGE6,gene,4911
ZNF609,gene,4912
CAMK1G,gene,4913
CSAG3,gene,4914
DRAM1,gene,4915
ATOH7,gene,4916
DMRT3,gene,4917
TMED8,gene,4918
GCG,gene,4919
RCC2,gene,4920
RETREG3,gene,4921
EVI5,gene,4922
EDA2R,gene,4923
GIPC1,gene,4924
ITSN1,gene,4925
FBXO16,gene,4926
AP4E1,gene,4927
FGL1,gene,4928
PPARD,gene,4929
ZNF169,gene,4930
RPS8,gene,4931
CENPP,gene,4932
CBY3,gene,4933
ATP6V1E2,gene,4934
ELOVL4,gene,4935
OR5M9,gene,4936
RGS17,gene,4937
MEX3A,gene,4938
DYDC2,gene,4939
CDC42EP4,gene,4940
XPO5,gene,4941
GSDMA,gene,4942
HDAC10,gene,4943
TIAM2,gene,4944
PLAAT3,gene,4945
SSBP1,gene,4946
CT47A11,gene,4947
RBMY1J,gene,4948
SPRR1B,gene,4949
EFCAB7,gene,4950
PPP4R2,gene,4951
TAF11L14,gene,4952
GTF2IRD1,gene,4953
CCDC120,gene,4954
GSTO2,gene,4955
MAP2K2,gene,4956
TRA2B,gene,4957
SGPP2,gene,4958
ZNF892,gene,4959
SMIM41,gene,4960
PLEKHB1,gene,4961
ATP5PD,gene,4962
DEPDC1,gene,4963
ARHGEF37,gene,4964
TAF3,gene,4965
AGPAT3,gene,4966
HDGF,gene,4967
TMEM150C,gene,4968
CPZ,gene,4969
GPR179,gene,4970
C2orf66,gene,4971
PRKAG2,gene,4972
ADPRHL1,gene,4973
NGFR,gene,4974
HSPA14,gene,4975
STARD5,gene,4976
NELFB,gene,4977
PLEKHH1,gene,4978
ECHDC1,gene,4979
TRIM5,gene,4980
SAXO3,gene,4981
FGF16,gene,4982
OR6C2,gene,4983
ZNF692,gene,4984
OR4C46,gene,4985
MAP7D2,gene,4986
KSR2,gene,4987
ZNF132,gene,4988
GIMAP5,gene,4989
PTPN13,gene,4990
C1orf127,gene,4991
UBXN10,gene,4992
RSU1,gene,4993
AIFM1,gene,4994
CDK19,gene,4995
BSDC1,gene,4996
ZNF772,gene,4997
RSBN1L,gene,4998
SNX19,gene,4999
TECRL,gene,5000
NPEPL1,gene,5001
PPWD1,gene,5002
TTL,gene,5003
CDK16,gene,5004
BRD1,gene,5005
TMEM234,gene,5006
FAM3D,gene,5007
CERS5,gene,5008
KLK2,gene,5009
ATP9A,gene,5010
ZNF775,gene,5011
SH3BP5,gene,5012
NECAB1,gene,5013
RNF34,gene,5014
SNX6,gene,5015
CCL18,gene,5016
TASP1,gene,5017
FAM193B,gene,5018
ADAMTS20,gene,5019
POC1B-GALNT4,gene,5020
JPT2,gene,5021
LRMDA,gene,5022
TMEM115,gene,5023
RAD51B,gene,5024
PADI3,gene,5025
TARDBP,gene,5026
PCDHB6,gene,5027
SYTL4,gene,5028
CMTM4,gene,5029
SLC25A39,gene,5030
DDX18,gene,5031
IGSF9,gene,5032
ROGDI,gene,5033
TCF19,gene,5034
APOOL,gene,5035
DNAJC25,gene,5036
SLCO1C1,gene,5037
MFSD1,gene,5038
RAG1,gene,5039
CRLF3,gene,5040
HMX1,gene,5041
AS3MT,gene,5042
OR2AP1,gene,5043
FCRLA,gene,5044
CCDC80,gene,5045
VMAC,gene,5046
ROBO4,gene,5047
TMEM52B,gene,5048
RAB5A,gene,5049
IQCC,gene,5050
SH2D4A,gene,5051
TASL,gene,5052
UBE2Q1,gene,5053
CCR8,gene,5054
CAPN13,gene,5055
KRTAP5-11,gene,5056
KDM5D,gene,5057
TWNK,gene,5058
SARNP,gene,5059
CEP57,gene,5060
XRCC5,gene,5061
MYOT,gene,5062
CRYGN,gene,5063
TMEM8B,gene,5064
SLITRK5,gene,5065
UBE3C,gene,5066
SLC8A2,gene,5067
RPS6KB1,gene,5068
UMAD1,gene,5069
CFAP52,gene,5070
ZBTB17,gene,5071
TMEM270,gene,5072
CYP3A43,gene,5073
HNRNPM,gene,5074
MZT2A,gene,5075
VEGFC,gene,5076
KRTDAP,gene,5077
MS4A18,gene,5078
TTC27,gene,5079
USE1,gene,5080
PLEKHG4,gene,5081
URI1,gene,5082
ERMN,gene,5083
WDR53,gene,5084
MEP1A,gene,5085
GPR37,gene,5086
TMCC1,gene,5087
ART1,gene,5088
TCTN3,gene,5089
MAGEA8,gene,5090
AOPEP,gene,5091
SLFN14,gene,5092
UCMA,gene,5093
C1RL,gene,5094
LRPAP1,gene,5095
LY6L,gene,5096
DOK7,gene,5097
AATF,gene,5098
ADM2,gene,5099
TEKT3,gene,5100
NBPF19,gene,5101
KY,gene,5102
DIAPH3,gene,5103
